ENTREZ GENE ID,GENE SYMBOL,OCCURRENCES,Uniprot
8985,PLOD3,84,O60568
8991,SELENBP1,69,Q13228
8993,PGLYRP1,7,O75594
8997,KALRN,11,O60229
9022,CLIC3,29,O95833
9031,BAZ1B,28,Q9UIG0
9043,SPAG9,45,O60271
9052,GPRC5A,80,Q8NFJ5
9058,SLC13A2,15,Q13183
9114,ATP6V0D1,89,P61421
9146,HGS,57,O14964
9179,AP4M1,1,O00189
9296,ATP6V1F,33,Q16864
9317,PTER,40,Q96BW5
9322,TRIP10,42,Q15642
9351,SLC9A3R2,61,Q15599
9353,SLIT2,28,O94813
9356,SLC22A6,5,Q4U2R8
9365,KL,12,Q9UEF7
9368,SLC9A3R1,112,O14745
9371,KIF3B,27,O15066
9376,SLC22A8,8,Q8TCC7
9380,GRHPR,77,Q9UBQ7
9390,SLC22A13,27,Q9Y226
9407,TMPRSS11D,3,O60235
9445,ITM2B,42,Q9Y287
9446,GSTO1,119,P78417
9476,NAPSA,23,O96009
9525,VPS4B,105,O75351
9528,TMEM59,32,Q9BXS4
9545,RAB3D,77,O95716
9550,ATP6V1G1,50,O75348
9578,CDC42BPB,54,Q9Y5S2
9586,CREB5,3,Q02930
9696,CROCC,28,Q5TZA2
9704,DHX34,1,Q14147
9725,TMEM63A,38,O94886
9748,SLK,75,Q9H2G2
9798,IST1,138,P53990
9853,RUSC2,3,Q8N2Y8
9943,OXSR1,86,O95747
9963,SLC23A1,13,Q9UHI7
9980,DOPEY2,49,Q9Y3R5
10006,ABI1,77,Q8IZP0
10007,GNPDA1,41,P46926
10016,PDCD6,135,O75340
10043,TOM1,54,O60784
10058,ABCB6,31,Q9NP58
10060,ABCC9,5,O60706
10075,HUWE1,74,Q7Z6Z7
10092,ARPC5,72,O15511
10099,TSPAN3,39,O60637
10103,TSPAN1,48,O60635
10158,PDZK1IP1,39,Q13113
10159,ATP6AP2,50,O75787
10189,ALYREF,23,Q86V81
10217,CTDSPL,25,O15194
10247,HRSP12,46,P52758
10269,ZMPSTE24,28,O75844
10294,DNAJA2,97,O60884
10327,AKR1A1,108,P14550
10397,NDRG1,89,Q92597
10409,BASP1,127,P80723
10411,RAPGEF3,10,O95398
10417,SPON2,47,Q9BUD6
10422,UBAC1,25,Q9BSL1
10443,N4BP2L2,1,Q92802
10458,BAIAP2,85,Q9UQB8
10493,VAT1,158,Q99536
10519,CIB1,84,Q99828
10529,NEBL,12,O76041
10540,DCTN2,72,Q13561
10552,ARPC1A,64,Q92747
10562,OLFM4,50,Q6UX06
10591,C6orf108,37,O43598
10592,SMC2,53,O95347
10598,AHSA1,51,O95433
10617,STAMBP,44,O95630
10654,PMVK,50,Q15126
10747,MASP2,28,O00187
10755,GIPC1,69,O14908
10767,HBS1L,26,Q9Y450
10787,NCKAP1,93,Q9Y2A7
10788,IQGAP2,80,Q13576
10840,ALDH1L1,45,O75891
10841,FTCD,11,O95954
10875,FGL2,15,Q14314
10878,CFHR3,2,Q02985
10893,MMP24,5,Q9Y5R2
10920,COPS8,55,Q99627
10938,EHD1,168,Q9H4M9
10960,LMAN2,63,Q12907
10970,CKAP4,67,Q07065
10974,C10orf116,9,Q15847
11001,SLC27A2,6,O14975
11034,DSTN,107,P60981
11043,MID2,1,Q9UJV3
11045,UPK1A,18,O00322
11127,KIF3A,29,Q9Y496
11164,NUDT5,37,Q9UKK9
11181,TREH,7,O43280
11190,CEP250,1,Q9BV73
11235,PDCD10,91,Q9BUL8
11240,PADI2,31,Q9Y2J8
11252,PACSIN2,97,Q9UNF0
11261,CHP1,72,Q99653
11267,SNF8,42,Q96H20
11269,DDX19B,15,Q9UMR2
11280,SCN11A,4,Q9UI33
11313,LYPLA2,49,O95372
11315,PARK7,151,Q99497
11332,ACOT7,94,O00154
22837,COBLL1,29,Q53SF7
22866,CNKSR2,6,Q8WXI2
22875,ENPP4,32,Q9Y6X5
22930,RAB3GAP1,23,Q15042
22949,PTGR1,75,Q14914
22977,AKR7A3,28,O95154
23013,SPEN,6,Q96T58
23193,GANAB,136,Q14697
23295,MGRN1,24,O60291
23316,CUX2,2,O14529
23318,ZCCHC11,23,Q5TAX3
23338,PHF15,1,Q9NQC1
23354,HAUS5,1,O94927
23365,ARHGEF12,24,Q9NZN5
23385,NCSTN,107,Q92542
23446,SLC44A1,117,Q8WWI5
23452,ANGPTL2,31,Q9UKU9
23473,CAPN7,57,Q9Y6W3
23564,DDAH2,89,O95865
23576,DDAH1,79,O94760
23593,HEBP2,45,Q9Y5Z4
23607,CD2AP,77,Q9Y5K6
23646,PLD3,49,Q8IV08
23670,TMEM2,66,Q9UHN6
23677,SH3BP4,60,Q9P0V3
23743,BHMT2,26,Q9H2M3
25796,PGLS,109,O95336
25801,GCA,55,P28676
25813,SAMM50,26,Q9Y512
25824,PRDX5,124,P30044
25836,NIPBL,11,Q6KC79
25878,MXRA5,31,Q9NR99
25909,AHCTF1,3,Q8WYP5
25930,PTPN23,40,Q9H3S7
25932,CLIC4,128,Q9Y696
25978,CHMP2B,64,Q9UQN3
25989,ULK3,31,Q6PHR2
26007,DAK,76,Q3LXA3
26027,ACOT11,6,Q8WXI4
26060,APPL1,33,Q9UKG1
26227,PHGDH,151,O43175
26230,TIAM2,4,Q8IVF5
26251,KCNG2,2,Q9UJ96
26509,MYOF,115,Q9NZM1
26994,RNF11,25,Q9Y3C5
26999,CYFIP2,75,Q96F07
27069,GHITM,28,Q9H3K2
27111,SDCBP2,55,Q9H190
27243,CHMP2A,104,O43633
27293,SMPDL3B,64,Q92485
28970,C11orf54,59,Q9H0W9
28988,DBNL,75,Q9UJU6
29028,ATAD2,4,Q6PL18
29085,PHPT1,35,Q9NRX4
29105,C16orf80,21,Q9Y6A4
29763,PACSIN3,86,Q9UKS6
29789,OLA1,109,Q9NTK5
29800,ZDHHC1,6,Q8WTX9
29934,SNX12,32,Q9UMY4
29968,PSAT1,89,Q9Y617
30833,NT5C,34,Q8TCD5
30844,EHD4,171,Q9H223
30846,EHD2,78,Q9NZN4
30851,TAX1BP3,40,O14907
49860,CRNN,9,Q9UBG3
50488,MINK1,49,Q8N4C8
50508,NOX3,2,Q9HBY0
50617,ATP6V0A4,8,Q9HBG4
50618,ITSN2,11,Q9NZM3
50628,GEMIN4,27,P57678
50865,HEBP1,84,Q9NRV9
51028,VPS36,50,Q86VN1
51056,LAP3,116,P28838
51084,CRYL1,43,Q9Y2S2
51125,GOLGA7,78,Q7Z5G4
51160,VPS28,118,Q9UK41
51168,MYO15A,10,Q9UKN7
51181,DCXR,79,Q7Z4W1
51382,ATP6V1D,41,Q9Y5K8
51429,SNX9,54,Q9Y5X1
51449,PCYOX1,46,Q9UHG3
51458,RHCG,12,Q9UBD6
51479,ANKFY1,45,Q9P2R3
51506,UFC1,30,Q9Y3C8
51510,CHMP5,94,Q9NZZ3
51534,VTA1,97,Q9NP79
51571,FAM49B,106,Q9NUQ9
51596,CUTA,54,O60888
51606,ATP6V1H,60,Q9UI12
51652,CHMP3,41,Q9Y3E7
51704,GPRC5B,56,Q9NZH0
51719,CAB39,105,Q9Y376
51727,CMPK1,86,P30085
51733,UPB1,2,Q9UBR1
51768,TM7SF3,32,Q9NS93
53405,CLIC5,50,Q9NZA1
53841,CDHR5,10,Q9HBB8
54102,CLIC6,42,Q96NY7
54414,SIAE,29,Q9HAT2
54472,TOLLIP,123,Q9H0E2
54504,CPVL,45,Q9H3G5
54509,RHOF,52,Q9HBH0
54587,MXRA8,37,Q9BRK3
54622,ARL15,43,Q9NXU5
54680,ZNHIT6,1,Q9NWK9
54810,GIPC2,13,Q8TF65
54825,CDHR2,15,Q9BYE9
54832,VPS13C,57,Q709C8
54862,CC2D1A,50,Q6P1N0
54869,EPS8L1,52,Q8TE68
54875,CNTLN,2,Q9NXG0
54906,FAM208B,21,Q5VWN6
54927,CHCHD3,34,Q9NX63
54978,C2orf18,24,Q8N357
55004,LAMTOR1,53,Q6IAA8
55028,C17orf80,22,Q9BSJ5
55040,EPN3,25,Q9H201
55048,VPS37C,79,A5D8V6
55075,UACA,27,Q9BZF9
55187,VPS13D,8,Q5THJ4
55198,APPL2,25,Q8NEU8
55207,ARL8B,61,Q9NVJ2
55293,UEVLD,63,Q8IX04
55308,DDX19A,53,Q9NUU7
55600,ITLN1,19,Q8WWA0
55610,CCDC132,23,Q96JG6
55611,OTUB1,93,Q96FW1
55755,CDK5RAP2,4,Q96SN8
55777,MBD5,3,Q9P267
55832,CAND1,157,Q86VP6
55867,SLC22A11,7,Q9NSA0
55890,GPRC5C,59,Q9NQ84
55970,GNG12,95,Q9UBI6
55971,BAIAP2L1,53,Q9UHR4
56241,SUSD2,44,Q9UGT4
56670,SUCNR1,3,Q9BXA5
56898,BDH2,40,Q9BUT1
56954,NIT2,44,Q9NQR4
56975,FAM20C,28,Q8IXL6
56996,SLC12A9,39,Q9BXP2
57111,RAB25,46,P57735
57132,CHMP1B,69,Q7LBR1
57153,SLC44A2,126,Q8IWA5
57154,SMURF1,5,Q9HCE7
57393,TMEM27,7,Q9HBJ8
57402,S100A14,68,Q9HCY8
57403,RAB22A,61,Q9UL26
57446,NDRG3,50,Q9UGV2
57471,ERMN,4,Q8TAM6
57551,TAOK1,58,Q7L7X3
57674,RNF213,61,Q63HN8
57699,CPNE5,24,Q9HCH3
57826,RAP2C,103,Q9Y3L5
58525,WIZ,2,O95785
59272,ACE2,44,Q9BYF1
59338,PLEKHA1,2,Q9HB21
59342,SCPEP1,44,Q9HB40
60496,AASDHPPT,25,Q9NRN7
63979,FIGNL1,14,Q6PIW4
64081,PBLD,29,P30039
64114,TMBIM1,67,Q969X1
64147,KIF9,3,Q9HAQ2
64175,LEPRE1,52,Q32P28
64284,RAB17,23,Q9H0T7
64376,IKZF5,2,Q9H5V7
64386,MMP25,7,Q9NPA2
64398,MPP5,53,Q8N3R9
64518,TEKT3,2,Q9BXF9
64577,ALDH8A1,16,Q9H2A2
64787,EPS8L2,72,Q9H6S3
64849,SLC13A3,8,Q8WWT9
64855,FAM129B,112,Q96TA1
78986,DUSP26,1,Q9BV47
79017,GGCT,65,O75223
79041,TMEM38A,17,Q9H6F2
79098,C1orf116,27,Q9BW04
79153,GDPD3,33,Q7L5L3
79541,OR2A4,1,O95047
79567,FAM65A,39,Q6ZS17
79612,NAA16,28,Q6N069
79643,CHMP6,88,Q96FZ7
79659,DYNC2H1,38,Q8NCM8
79706,PRKRIP1,3,Q9H875
79720,VPS37B,101,Q9H9H4
79784,MYH14,63,Q7Z406
79807,GSTCD,2,Q8NEC7
79812,MMRN2,12,Q9H8L6
79837,PIP4K2C,30,Q8TBX8
79901,CYBRD1,53,Q53TN4
80199,FUZ,2,Q9BT04
80210,ARMC9,26,Q7Z3E5
80218,NAA50,31,Q9GZZ1
80347,COASY,51,Q13057
80700,UBXN6,33,Q9BZV1
80727,TTYH3,88,Q9C0H2
80736,SLC44A4,48,Q53GD3
80781,COL18A1,70,P39060
80823,BHLHB9,1,Q6PI77
81029,WNT5B,22,Q9H1J7
81617,CAB39L,48,Q9H9S4
81618,ITM2C,42,Q9NQX7
81691,LOC81691,4,Q96IC2
81693,AMN,3,Q9BXJ7
81873,ARPC5L,66,Q9BPX5
83442,SH3BGRL3,71,Q9H299
83481,EPPK1,49,P58107
83543,AIF1L,38,Q9BQI0
83596,BCL2L12,14,Q9HB09
83758,RBP5,16,P82980
83871,RAB34,31,P0DI83
83874,TBC1D10A,45,Q9BXI6
84059,GPR98,7,Q8WXG9
84064,HDHD2,35,Q9H0R4
84100,ARL6,25,Q9H0F7
84223,IQCG,5,Q9H095
84226,C2orf16,4,Q68DN1
84313,VPS25,64,Q9BRG1
84418,CYSTM1,50,Q9H1C7
84612,PARD6B,10,Q9BYG5
84617,TUBB6,118,Q9BUF5
84817,TXNDC17,51,Q9BRA2
85320,ABCC11,21,Q96J66
85369,FAM40A,6,Q5VSL9
85477,SCIN,23,Q9Y6U3
89853,FAM125B,54,Q9H7P6
90507,SCRN2,8,Q96FV2
90649,ZNF486,2,Q96H40
91703,ACY3,3,Q96HD9
91894,C11orf52,35,Q96A22
92359,CRB3,36,Q9BUF7
92714,ARRDC1,98,Q8N5I2
92747,BPIFB1,37,Q8TDL5
93100,NAPRT1,59,Q6XQN6
93343,FAM125A,93,Q96EY5
93587,RG9MTD2,1,Q8TBZ6
112483,SAT2,1,Q96F10
112574,SNX18,51,Q96RF0
113220,KIF12,22,Q96FN5
114569,MAL2,31,Q969L2
114876,OSBPL1A,3,Q9BXW6
114990,VASN,35,Q6EMK4
116085,SLC22A12,3,Q96S37
116285,ACSM1,1,Q08AH1
117159,DCD,93,P81605
118491,TTC18,2,Q5T0N1
119391,GSTO2,1,Q9H4Y5
119467,CLRN3,38,Q8NCR9
120892,LRRK2,18,Q5S007
120939,C12orf59,2,Q4KMG9
124220,ZG16B,44,Q96DA0
125206,SLC5A10,10,A0PJK1
126402,CCDC105,1,Q8IYK2
127281,FAM213B,22,Q8TBF2
127829,ARL8A,48,Q96BM9
128866,CHMP4B,122,Q9H444
129531,MITD1,80,Q8WV92
130589,GALM,37,Q96C23
131578,LRRC15,21,Q8TF66
132243,H1FOO,4,Q8IZA3
133121,ENPP6,8,Q6UWR7
134147,CMBL,50,Q96DG6
139221,MUM1L1,1,Q5H9M0
140576,S100A16,83,Q96FQ6
140710,SOGA1,1,O94964
140885,SIRPA,45,P78324
144100,PLEKHA7,1,Q6IQ23
144568,A2ML1,25,A8K2U0
146556,C16orf89,5,Q6UX73
146691,TOM1L2,52,Q6ZVM7
146909,KIF18B,1,Q86Y91
147685,C19orf18,4,Q8NEA5
148362,BROX,137,Q5VW32
148811,PM20D1,3,Q6GTS8
150696,PROM2,71,Q8N271
151556,GPR155,7,Q7Z3F1
152007,GLIPR2,109,Q9H4G4
153201,SLC36A2,15,Q495M3
155382,VPS37D,37,Q86XT2
159963,SLC5A12,10,Q1EHB4
160728,SLC5A8,7,Q8N695
161436,EML5,9,Q05BV3
161514,TBC1D21,1,Q8IYX1
163071,ZNF114,2,Q8NC26
196527,ANO6,75,Q4KMQ2
200010,SLC5A9,4,Q2M3M2
200186,CRTC2,1,Q53ET0
200232,FAM209A,1,Q5JX71
201931,TMEM192,24,Q8IY95
219681,ARMC3,2,Q5W041
222236,NAPEPLD,23,Q6IQ20
222389,BEND7,1,Q8N7W2
245972,ATP6V0D2,22,Q8N8Y2
245973,ATP6V1C2,5,Q8NEY4
252983,STXBP4,5,Q6ZWJ1
254863,C17orf61,29,Q8N2U0
255220,TXNDC8,1,Q6A555
255252,LRRC57,62,Q8N9N7
256987,SERINC5,75,Q86VE9
259217,HSPA12A,28,O43301
260425,MAGI3,3,Q5TCQ9
283375,SLC39A5,2,Q6ZMH5
283537,SLC46A3,5,Q7Z3Q1
284013,VMO1,5,Q7Z5L0
284129,SLC26A11,8,Q86WA9
284422,C19orf77,17,O75264
286204,CRB2,10,Q5IJ48
317772,HIST2H2AB,55,Q8IUE6
338094,FAM151A,14,Q8WW52
339122,RAB43,42,Q86YS6
340024,SLC6A19,10,Q695T7
342372,PKD1L3,1,Q7Z443
342897,NCCRP1,31,Q6ZVX7
345651,ACTBL2,136,Q562R1
346007,EYS,3,Q5T1H1
347688,TUBB8,65,Q3ZCM7
347735,SERINC2,25,Q96SA4
347862,PDDC1,26,Q8NB37
353189,SLCO4C1,22,Q6ZQN7
375035,SFT2D2,28,O95562
375791,C9orf169,18,A8MQ03
376267,RAB15,33,P59190
391189,OR11L1,1,Q8NGX0
401409,RAB19,4,A4D1S5
440335,LOC440335,18,K7EJ46
440689,HIST2H2BF,44,Q5QNW6
448834,KPRP,58,Q5T749
553115,PEF1,111,Q9UBV8
652968,GATSL3,1,Q8WTX7
2,A2M,206,P01023
118,ADD1,66,P35611
120,ADD3,47,Q9UEY8
159,ADSS,73,P30520
220,ALDH1A3,60,P47895
246,ALOX15,8,P16050
327,APEH,94,P13798
338,APOB,115,P04114
350,APOH,59,P02749
355,FAS,57,P25445
477,ATP1A2,53,P50993
478,ATP1A3,54,P13637
483,ATP1B3,137,P54709
490,ATP2B1,114,P20020
492,ATP2B3,56,Q16720
493,ATP2B4,105,P23634
629,CFB,24,P00751
682,BSG,187,P35613
683,BST1,45,Q10588
714,C1QC,56,P02747
718,C3,198,P01024
720,C4A,97,P0C0L4
721,C4B,117,P0C0L4
722,C4BPA,64,P04003
730,C7,42,P10643
732,C8B,39,P07358
733,C8G,18,P07360
771,CA12,37,O43570
794,CALB2,32,P22676
801,CALM1,115,P0DP23
805,CALM2,104,P0DP23
808,CALM3,98,P0DP23
826,CAPNS1,103,P04632
915,CD3D,26,P04234
916,CD3E,26,P07766
919,CD247,9,P20963
920,CD4,44,P01730
921,CD5,25,P06127
922,CD5L,45,O43866
948,CD36,56,P16671
952,CD38,32,P28907
960,CD44,142,P16070
962,CD48,19,P09326
976,CD97,93,P48960
977,CD151,110,P48509
1361,CPB2,4,Q96IY4
1396,CRIP1,19,P50238
1397,CRIP2,45,P52943
1401,CRP,5,P02741
1495,CTNNA1,119,P35221
1499,CTNNB1,131,P35222
1525,CXADR,68,P78310
1535,CYBA,27,P13498
1536,CYBB,38,P04839
1601,DAB2,39,P98082
1604,CD55,62,P08174
1774,DNASE1L1,39,P49184
1794,DOCK2,45,Q92608
1809,DPYSL3,63,Q14195
1829,DSG2,59,Q14126
1890,TYMP,56,P19971
1917,EEF1A2,120,Q05639
1956,EGFR,90,P00533
2022,ENG,59,P17813
2037,EPB41L2,100,O43491
2124,EVI2B,42,P34910
2147,F2,100,P00734
2155,F7,4,P08709
2162,F13A1,61,P00488
2191,FAP,34,Q12884
2207,FCER1G,36,P30273
2209,FCGR1A,2,P12314
2244,FGB,110,P02675
2350,FOLR2,2,P14207
2638,GC,67,P02774
2664,GDI1,120,P31150
2687,GGT5,40,P36269
2783,GNB2,193,P62879
2817,GPC1,74,P35052
2911,GRM1,2,Q13255
2947,GSTM3,84,P21266
3055,HCK,59,P08631
3125,HLA-DRB3,43,P79483
3127,HLA-DRB5,31,Q30154
3440,IFNA2,2,P01563
3512,IGJ,87,P01591
3556,IL1RAP,50,Q9NPH3
3572,IL6ST,36,P40189
3611,ILK,83,Q13418
3673,ITGA2,114,P17301
3676,ITGA4,67,P13612
3678,ITGA5,99,P08648
3683,ITGAL,61,P20701
3684,ITGAM,56,P11215
3690,ITGB3,112,P05106
3693,ITGB5,79,P18084
3732,CD82,126,P27701
3845,KRAS,92,P01116
3854,KRT6B,79,P04259
3860,KRT13,87,P13646
3868,KRT16,98,P08779
3913,LAMB2,54,P55268
3956,LGALS1,104,P09382
4035,LRP1,85,Q07954
4323,MMP14,59,P50281
4542,MYO1F,49,O00160
4628,MYH10,109,P35580
4830,NME1,126,P15531
4831,NME2,111,P22392
4837,NNMT,36,P40261
4893,NRAS,136,P01111
4919,ROR1,36,Q01973
5004,ORM1,31,P02763
5055,SERPINB2,30,P05120
5156,PDGFRA,19,P16234
5159,PDGFRB,28,P09619
5272,SERPINB9,51,P50453
5273,SERPINB10,4,P48595
5306,PITPNA,41,Q00169
5329,PLAUR,45,Q03405
5340,PLG,89,P00747
5355,PLP2,60,Q04941
5358,PLS3,85,P13797
5501,PPP1CC,81,P36873
5518,PPP2R1A,153,P30153
5594,MAPK1,102,P28482
5646,PRSS3,34,P35030
5707,PSMD1,106,Q99460
5711,PSMD5,84,Q16401
5738,PTGFRN,155,Q9P2B2
5754,PTK7,75,Q13308
5786,PTPRA,71,P18433
5790,PTPRCAP,12,Q14761
5819,PVRL2,59,Q92692
5868,RAB5A,131,P20339
5874,RAB27B,68,O00194
5879,RAC1,190,P63000
5899,RALB,125,P11234
6036,RNASE2,10,P10153
6282,S100A11,122,P31949
6284,S100A13,50,Q99584
6288,SAA1,31,P0DJI8
6289,SAA2,33,P0DJI9
6291,SAA4,23,P35542
6404,SELPLG,44,Q14242
6510,SLC1A5,157,Q15758
6566,SLC16A1,113,P53985
6624,FSCN1,113,Q16658
6793,STK10,56,O94804
6814,STXBP3,101,O00186
7037,TFRC,183,P02786
7051,TGM1,17,P22735
7097,TLR2,40,O60603
7162,TPBG,63,Q13641
7297,TYK2,43,P29597
7358,UGDH,105,O60701
7448,VTN,131,P04004
7514,XPO1,98,O14980
7681,MKRN3,1,Q13064
7779,SLC30A1,39,Q9Y6M5
7978,MTERF,2,Q99551
8434,RECK,30,O95980
8519,IFITM1,40,P13164
8676,STX11,18,O75558
8701,DNAH11,3,Q96DT5
8854,ALDH1A2,33,O94788
8876,VNN1,14,O95497
9019,MPZL1,80,O95297
9076,CLDN1,44,O95832
9119,KRT75,36,O95678
9123,SLC16A3,96,O15427
9124,PDLIM1,54,O00151
9270,ITGB1BP1,26,O14713
9341,VAMP3,62,Q15836
10082,GPC6,46,Q9Y625
10135,NAMPT,91,P43490
10163,WASF2,70,Q9Y6W5
10232,MSLN,19,Q13421
10384,BTN3A3,11,O00478
10544,PROCR,31,Q9UNN8
10568,SLC34A2,51,O95436
10581,IFITM2,38,Q01629
10628,TXNIP,44,Q9H3M7
10723,SLC12A7,63,Q9Y666
10791,VAMP5,34,O95183
10856,RUVBL2,111,Q9Y230
10979,FERMT2,58,Q96AC1
10981,RAB32,39,Q13637
11185,INMT,3,O95050
11326,VSIG4,4,Q9Y279
23167,EFR3A,62,Q14156
23180,RFTN1,71,Q14699
23191,CYFIP1,127,Q7L576
23516,SLC39A14,41,Q15043
23603,CORO1C,106,Q9ULV4
23654,PLXNB2,131,O15031
23753,SDF2L1,35,Q9HCN8
23767,FLRT3,24,Q9NZU0
23768,FLRT2,4,O43155
27020,NPTN,84,Q9Y639
27180,SIGLEC9,14,Q9Y336
27288,RBMXL2,18,O75526
50619,DEF6,32,Q9H4E7
50848,F11R,118,Q9Y624
51715,RAB23,41,Q9ULC3
55276,PGM2,40,Q96G03
55313,CPPED1,37,Q9BRF8
55327,LIN7C,69,Q9NUP9
55714,ODZ3,40,Q9P273
55742,PARVA,44,Q9NVD7
56667,MUC13,40,Q9H3R2
56925,LXN,29,Q9BS40
57048,PLSCR3,75,Q9NRY6
57124,CD248,13,Q9HCU0
57493,HEG1,22,Q9ULI3
57609,DIP2B,127,Q9P265
59345,GNB4,95,Q9HAV0
64005,MYO1G,66,B0I1T2
64078,SLC28A3,5,Q9HAS3
64926,RASAL3,25,Q86YV0
65108,MARCKSL1,114,P49006
79370,BCL2L14,2,Q9BZR8
79689,STEAP4,49,Q687X5
79919,C2orf54,2,Q08AI8
80331,DNAJC5,47,Q9H3Z4
80381,CD276,89,Q5ZPR3
83660,TLN2,63,Q9Y4G6
84343,HPS3,6,Q969F9
89970,RSPRY1,26,Q96DX4
91584,PLXNA4,33,Q9HCM2
91663,MYADM,78,Q96S97
93432,LOC93432,21,Q2M2H8
94025,MUC16,46,Q8WXI7
115207,KCTD12,53,Q96CX2
116496,FAM129A,79,Q9BZQ8
116535,MRGPRF,24,Q96AM1
124935,SLC43A2,35,Q8N370
126119,JOSD2,4,Q8TAC2
126364,LRRC25,5,Q8N386
128178,EDARADD,2,Q8WWZ3
133418,EMB,35,Q6PCB8
135228,CD109,84,Q6YHK3
136319,MTPN,60,P58546
139818,DOCK11,30,Q5JSL3
151195,CCNYL1,29,Q8N7R7
157638,FAM84B,37,Q96KN1
164312,LRRN4,16,Q8WUT4
221184,CPNE2,55,Q96FN4
221935,SDK1,15,Q7Z5N4
255057,C19orf26,7,Q8N350
283897,C16orf54,12,Q6UWD8
284611,FAM102B,1,Q5T8I3
285051,C2orf61,1,Q8N801
286887,KRT6C,43,P48668
388567,ZNF749,2,O43361
445582,POTEE,81,Q6S8J3
641455,POTEM,3,A6NI47
653269,POTEI,22,P0CG38
653781,POTEJ,21,P0CG39
654364,NME1-NME2,71,P22392
728378,POTEF,37,A5A3E0
767558,LUZP6,1,Q538Z0
383,ARG1,45,P05089
713,C1QB,26,P02746
716,C1S,54,P09871
847,CAT,98,P04040
1828,DSG1,69,Q02413
2171,FABP5,80,Q01469
2670,GFAP,35,P14136
3039,HBA1,152,P69905
3040,HBA2,131,P69905
3851,KRT4,23,P19013
3855,KRT7,58,P08729
3856,KRT8,86,P05787
3859,KRT12,30,Q99456
3866,KRT15,44,P19012
3872,KRT17,69,Q04695
3880,KRT19,84,P08727
4619,MYH1,7,P12882
4620,MYH2,4,Q9UKX2
4622,MYH4,5,Q9Y623
4624,MYH6,6,P13533
4625,MYH7,10,P12883
4626,MYH8,7,P13535
7110,TMF1,26,P82094
51350,KRT76,65,Q01546
51806,CALML5,34,Q9NZT1
57619,SHROOM3,42,Q8TF72
79913,ACTR5,5,Q9H9F9
144501,KRT80,28,Q6KB66
147183,KRT25,25,Q7Z3Z0
162605,KRT28,32,Q7Z3Y7
192666,KRT24,34,Q2M2I5
199953,TMEM201,2,Q5SNT2
284110,GSDMA,7,Q96QA5
338785,KRT79,38,Q5XKE5
342574,KRT27,33,Q7Z3Y8
353288,KRT26,8,Q7Z3Y9
374454,KRT77,67,Q7Z794
100423062,IGLL5,52,B9A064
39,ACAT2,102,Q9BWD1
43,ACHE,12,P22303
70,ACTC1,131,P68032
88,ACTN2,64,P35609
119,ADD2,13,P35612
158,ADSL,68,P30566
160,AP2A1,111,O95782
163,AP2B1,103,P63010
183,AGT,44,P01019
276,AMY1A,26,P0DTE7
277,AMY1B,22,P0DTE7
278,AMY1C,22,P0DTE7
286,ANK1,48,P16157
291,SLC25A4,53,P12235
345,APOC3,61,P02656
377,ARF3,53,P61204
420,ART4,7,Q93070
462,SERPINC1,108,P01008
538,ATP7A,39,Q04656
563,AZGP1,65,P25311
669,BPGM,29,P07738
715,C1R,68,P00736
759,CA1,30,P00915
761,CA3,8,P07451
965,CD58,51,P19256
1109,AKR1C4,12,P17516
1211,CLTA,87,P09496
1277,COL1A1,71,P02452
1727,CYB5R3,70,P00387
1823,DSC1,44,Q08554
1984,EIF5A,109,P63241
2026,ENO2,108,P09104
2030,SLC29A1,86,Q99808
2039,EPB49,11,Q08495
2745,GLRX,48,P35754
2766,GMPR,41,P36959
2802,GOLGA3,49,Q08378
2993,GYPA,29,P02724
2995,GYPC,24,P04921
3018,HIST1H2BB,79,P33778
3029,HAGH,34,Q16775
3045,HBD,69,P02042
3047,HBG1,54,P69891
3048,HBG2,50,P69892
3053,SERPIND1,43,P05546
3145,HMBS,31,P08397
3251,HPRT1,89,P00492
3300,DNAJB2,18,P25686
3386,ICAM4,8,Q14773
3674,ITGA2B,64,P08514
3792,KEL,7,P23276
3818,KLKB1,15,P03952
3933,LCN1,15,P31025
3965,LGALS9,43,O00182
4151,MB,29,P02144
4267,CD99,62,P14209
4354,MPP1,38,Q00013
4607,MYBPC3,6,Q14896
4967,OGDH,37,Q02218
5005,ORM2,20,P19652
5036,PA2G4,100,Q9UQ80
5050,PAFAH1B3,66,Q15102
5110,PCMT1,69,P22061
5232,PGK2,65,P07205
5305,PIP4K2A,70,P48426
5317,PKP1,38,Q13835
5360,PLTP,48,P55058
5444,PON1,29,P27169
5516,PPP2CB,54,P62714
5524,PPP2R4,58,Q15257
5573,PRKAR1A,69,P10644
5627,PROS1,50,P07225
5695,PSMB7,78,Q99436
5701,PSMC2,121,P35998
5702,PSMC3,119,P17980
5715,PSMD9,42,O00233
5886,RAD23A,42,P54725
6005,RHAG,29,Q02094
6006,RHCE,8,P18577
6278,S100A7,44,P31151
6513,SLC2A1,147,P11166
6563,SLC14A1,7,Q13336
6622,SNCA,26,P37840
6708,SPTA1,46,P02549
6710,SPTB,54,P11277
6888,TALDO1,128,P37837
7053,TGM3,36,Q08188
7111,TMOD1,9,P28289
7168,TPM1,116,P09493
7174,TPP2,109,P29144
7296,TXNRD1,83,Q16881
7334,UBE2N,115,P61088
8417,STX7,84,O15400
